Image_Path,Scale_Factor,Image_Class
/zjh/data/caltech101_scale/scale_1/train/hedgehog/image_0047_scale_1.jpg,1.0,0
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0021_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0003_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0035_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0025_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0014_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0004_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0054_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0037_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0036_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0008_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0049_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0024_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0011_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0028_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0009_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0043_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0056_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0038_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0039_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0006_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0030_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0007_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0023_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0002_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0019_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0033_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0012_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/windsor_chair/image_0047_scale_1.jpg,1.0,1
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0003_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0034_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0035_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0027_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0025_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0014_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0036_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0015_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0001_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0010_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0011_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0051_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0043_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0038_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0044_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0020_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0040_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0006_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0030_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0022_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0007_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0013_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0019_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0016_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/crocodile_head/image_0047_scale_1.jpg,1.0,2
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0003_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0005_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0014_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0037_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0036_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0001_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0024_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0010_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0011_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0018_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0041_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0032_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0038_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0039_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0044_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0020_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0006_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0022_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0007_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0042_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0013_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0045_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/barrel/image_0033_scale_1.jpg,1.0,3
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0061_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0048_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0035_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0058_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0027_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0059_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0054_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0037_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0036_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0052_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0049_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0050_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0024_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0053_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0031_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0062_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0018_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0056_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0032_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0039_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0044_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0040_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0029_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0006_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0030_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0022_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0042_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0023_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0026_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0002_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0016_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0033_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0047_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/dragonfly/image_0067_scale_1.jpg,1.0,4
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0021_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0066_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0005_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0034_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0061_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0081_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0035_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0058_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0027_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0057_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0071_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0025_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0014_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0059_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0077_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0054_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0037_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0015_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0049_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0050_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0064_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0031_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0069_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0011_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0062_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0018_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0028_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0041_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0056_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0017_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0072_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0044_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0040_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0007_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0070_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0023_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0078_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0079_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0002_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0019_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0016_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/starfish/image_0047_scale_1.jpg,1.0,5
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0021_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0005_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0061_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0048_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0057_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0025_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0059_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0004_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0054_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0037_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0036_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0008_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0052_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0049_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0024_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0031_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0062_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0018_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0041_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0009_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0056_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0017_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0032_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0038_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0039_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0044_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0040_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0042_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0013_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0026_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0045_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0019_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/ferry/image_0012_scale_1.jpg,1.0,6
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0003_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0005_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0035_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0058_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0027_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0014_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0037_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0015_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0001_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0052_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0049_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0024_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0055_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0053_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0064_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0031_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0011_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0062_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0018_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0028_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0043_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0032_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0038_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0039_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0044_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0020_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0029_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0063_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0026_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0002_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0016_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/soccer_ball/image_0012_scale_1.jpg,1.0,7
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0021_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0061_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0081_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0048_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0027_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0071_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0097_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0059_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0077_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0036_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0094_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0086_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0074_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0001_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0053_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0090_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0064_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0084_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0031_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0010_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0095_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0091_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0069_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0011_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0051_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0041_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0009_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0068_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0046_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0017_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0032_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0083_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0038_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0006_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0073_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0022_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0063_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0093_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0065_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0023_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0078_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0079_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0026_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0045_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0087_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0092_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0076_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0033_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/grand_piano/image_0082_scale_1.jpg,1.0,8
/zjh/data/caltech101_scale/scale_1/train/ketch/image_0034_scale_1.jpg,1.0,9
